Licence number,Licence Type,Status,Date licence issued,Date licence expires,Vehicle Type,Vehicle Registration Number,Vehicle Colour,Operator/Association
1253,Private Hire Vehicle,Licence Issued,21/06/15 0:00,20/06/16 0:00,Ford Mondeo,FG10OPL,BLUE,SJK Travel2Airport.com
1254,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YB61XEG,WHITE,Amber Cars
1255,Private Hire Vehicle,Licence Issued,20/04/15 0:00,19/04/16 0:00,Skoda Octavia,PX59RFN,WHITE,Stanningley Cars Ltd
1256,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Honda Accord,LA07LZE,SILVER,Apex Cars
1257,Private Hire Vehicle,Licence Issued,19/08/15 0:00,18/08/16 0:00,Toyota Avensis,LT11RJU,SILVER,Amber Cars
1258,Private Hire Vehicle,Licence Issued,29/07/15 0:00,28/07/16 0:00,Skoda Octavia,FP10CAA,BLUE,Amber Cars
1259,Private Hire Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Volkswagen Passat,WAJ7D,BLACK,Amber Cars
1260,Private Hire Vehicle,Licence Issued,12/06/15 0:00,11/06/16 0:00,Toyota Avensis,MA10LKV,Black,Amber Cars
1261,Private Hire Vehicle,Licence Issued,15/03/15 0:00,14/03/16 0:00,Proton Gen,EX08SBU,SILVER,Highways Private Hire
1262,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Vauxhall Vectra,FN07LYG,BLACK,Ace Cars Leeds Ltd
1263,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Vauxhall Insignia,KU12KRV,SILVER,Speed Line
1264,Private Hire Vehicle,Licence Issued,22/11/14 0:00,21/11/15 0:00,Jaguar X Type,PO58KMV,SILVER,Aireline/Holbeck Line
1265,Private Hire Vehicle,Licence Issued,28/06/15 0:00,27/06/16 0:00,Skoda Octavia,SB08KFX,SILVER,Amber Cars
1266,Private Hire Vehicle,Licence Issued,18/07/15 0:00,17/07/16 0:00,Mercedes E200,BL14JXH,BLACK,NOT WORKING
1267,Private Hire Vehicle,Licence Issued,25/03/15 0:00,24/03/16 0:00,Toyota Prius,GY14OSD,WHITE,Amber Cars
1268,Private Hire Vehicle,Licence Issued,19/04/15 0:00,18/04/16 0:00,Toyota Avensis,MV59WOM,BLUE,UBER
1269,Private Hire Vehicle,Licence Suspended,14/09/15 0:00,13/09/16 0:00,Toyota Avensis,YD08ZWV,SILVER,Ace Cars Leeds Ltd
1270,Private Hire Vehicle,Licence Issued,24/10/15 0:00,23/10/16 0:00,Toyota Prius,EK59KZM,RED,A1 Leeds
1271,Private Hire Vehicle,Licence Issued,17/10/15 0:00,16/10/16 0:00,Skoda Octavia,SH12HJG,RED,Amber Cars
1272,Private Hire Vehicle,Licence Issued,22/01/15 0:00,21/01/16 0:00,Citroen C5,VE60BAU,BLACK,UBER
1273,Private Hire Vehicle,Licence Issued,19/06/15 0:00,18/06/16 0:00,Skoda Octavia,YP11XUG,Silver,Morley Central Line
1274,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Skoda Octavia,FT62NVY,BLACK,Amber Cars
1275,Private Hire Vehicle,Licence Issued,28/05/15 0:00,27/05/16 0:00,Skoda Octavia,FR13JOA,BLUE,Amber Cars
1276,Private Hire Vehicle,Licence Issued,29/09/15 0:00,28/09/16 0:00,Vauxhall Astra,BX60DVP,WHITE,Amber Cars
1277,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Honda Accord,YA05ACO,Silver,UBER
1278,Private Hire Vehicle,Licence Issued,23/10/15 0:00,22/10/16 0:00,Toyota Auris,GY59FXX,BLACK,Star Supreme Line
1279,Private Hire Vehicle,Licence Issued,11/03/15 0:00,10/03/16 0:00,Volkswagen Jetta,RO10CJE,SILVER,Aireline/Holbeck Line
1280,Private Hire Vehicle,Licence Issued,20/04/15 0:00,19/04/16 0:00,Skoda Octavia,MC61AYU,GREEN,Amber Cars
1281,Private Hire Vehicle,Licence Issued,8/12/14 0:00,7/12/15 0:00,Toyota Avensis,MF60TTV,BLUE,Stanningley Cars Ltd
1282,Private Hire Vehicle,Licence Issued,28/08/15 0:00,27/08/16 0:00,Skoda Octavia,FT13ZZR,GREY,South Leeds
1283,Private Hire Vehicle,Licence Issued,9/01/15 0:00,8/01/16 0:00,Toyota Auris,YH13HZY,WHITE,UBER
1284,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Vauxhall Vectra,MA07ZCK,GREY,Amber Cars
1285,Private Hire Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Toyota Auris,FE57BOV,SILVER,UBER
1287,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Skoda Octavia,YG57XHA,Red,Amber Cars
1288,Private Hire Vehicle,Licence Issued,25/09/15 0:00,24/09/16 0:00,Skoda Octavia,SH11ZFR,BLUE,Stanningley Cars Ltd
1289,Private Hire Vehicle,Licence Issued,29/07/15 0:00,28/07/16 0:00,Ford Mondeo,LD11VFN,BLUE,UBER
1290,Private Hire Vehicle,Licence Issued,13/09/15 0:00,12/09/16 0:00,Skoda Octavia,RE58VNW,BLACK,Morley Central Line
1291,Private Hire Vehicle,Licence Issued,14/10/15 0:00,13/10/16 0:00,Skoda Octavia,YP61YNW,BLACK,Royal Cars/New Royal Cars
1292,Private Hire Vehicle,Licence Issued,19/04/15 0:00,18/04/16 0:00,Vauxhall Vectra,FG58NEU,SILVER,T Line
1293,Private Hire Vehicle,Licence Issued,19/08/15 0:00,18/08/16 0:00,Volkswagen Golf,VN11MYS,WHITE,UBER
1294,Private Hire Vehicle,Licence Issued,22/11/14 0:00,21/11/15 0:00,Toyota Avensis,FH12NWJ,BLACK,Arrow
1295,Private Hire Vehicle,Licence Issued,4/06/15 0:00,3/06/16 0:00,Toyota Prius,YD10EPU,WHITE,Wheels
1296,Private Hire Vehicle,Licence Issued,7/04/15 0:00,6/04/16 0:00,Skoda Octavia,SJ10YBL,BLUE,G And M Cars
1297,Private Hire Vehicle,Licence Suspended,21/02/15 0:00,20/02/16 0:00,Skoda Octavia,CY12FSG,GREEN,Ace Cars Leeds Ltd
1298,Private Hire Vehicle,Licence Issued,22/05/15 0:00,21/05/16 0:00,Skoda Octavia,NJ12KHP,Red,Amber Cars
1299,Private Hire Vehicle,Licence Suspended,26/01/15 0:00,25/01/16 0:00,Skoda Octavia,NG10DJD,RED,Amber Cars
1300,Private Hire Vehicle,Licence Issued,15/05/15 0:00,14/05/16 0:00,Seat Exeo,NJ61PXG,WHITE,South Leeds
1301,Private Hire Vehicle,Licence Issued,20/06/15 0:00,19/06/16 0:00,Vauxhall Vectra,BT57XKY,SILVER,Ace Cars Leeds Ltd
1302,Private Hire Vehicle,Licence Issued,6/05/15 0:00,5/05/16 0:00,BMW 520,MF11XFD,BLUE,UBER
1304,Private Hire Vehicle,Licence Issued,12/11/14 0:00,11/11/15 0:00,Volkswagen Jetta,GK09TXD,GREY,ITS Roadrunners
1305,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Citroen Berlingo,YE63MWV,BLUE,South Leeds
1306,Private Hire Vehicle,Licence Issued,24/09/15 0:00,23/09/16 0:00,Toyota Auris,YD64ZXP,SILVER,NOT WORKING
1307,Private Hire Vehicle,Licence Issued,19/06/15 0:00,18/06/16 0:00,Volkswagen Passat,FY60PYD,Black,Pudsey B Line
1308,Private Hire Vehicle,Licence Issued,28/10/15 0:00,27/10/16 0:00,Toyota Avensis,VE60DFN,BLACK,Geo Cars 3 (HQ)
1309,Private Hire Vehicle,Licence Issued,24/07/15 0:00,23/07/16 0:00,Volkswagen Passat,S11FKT,BLACK,SJK Travel2Airport.com
1310,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Toyota Avensis,FV55NWS,GREY,A1 Leeds
1311,Private Hire Vehicle,Licence Issued,3/04/15 0:00,2/04/16 0:00,Seat Toledo,NL13FXY,RED,South Leeds
1312,Private Hire Vehicle,Licence Issued,28/11/14 0:00,27/11/15 0:00,Toyota Avensis,LR59FRZ,GREY,Wheels
1313,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Honda Accord,BD57VSJ,BLACK,Amber Cars
1314,Private Hire Vehicle,Licence Issued,19/01/15 0:00,18/01/16 0:00,Ford Mondeo,LD60TTE,BLACK,Beeston Line
1315,Private Hire Vehicle,Licence Issued,17/12/14 0:00,16/12/15 0:00,Skoda Octavia,YD11KKU,BLUE,Aireline/Holbeck Line
1316,Private Hire Vehicle,Licence Issued,13/02/15 0:00,12/02/16 0:00,Skoda Octavia,FP60RZK,BLUE,Amber Cars
1317,Private Hire Vehicle,Licence Issued,7/09/15 0:00,6/09/16 0:00,Vauxhall Astra,DN08AHO,SILVER,Network Cars
1318,Private Hire Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Toyota Avensis,MT05JUX,BLACK,Wheels
1319,Private Hire Vehicle,Licence Issued,15/11/14 0:00,14/11/15 0:00,Toyota Avensis,YF12LTN,BLACK,UBER
1320,Private Hire Vehicle,Licence Suspended,17/02/15 0:00,16/02/16 0:00,Toyota Auris,NA09FVC,SILVER,Ace Cars Leeds Ltd
1321,Private Hire Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Skoda Octavia,WF60KDK,GREEN,UBER
1322,Private Hire Vehicle,Licence Issued,11/06/15 0:00,10/06/16 0:00,Volkswagen Jetta,LL09JHJ,SILVER,Interline
1324,Private Hire Vehicle,Licence Issued,12/09/15 0:00,11/09/16 0:00,Toyota Auris,MF64FSX,WHITE,Premier Licensed Private Hire
1325,Private Hire Vehicle,Licence Issued,21/05/15 0:00,20/05/16 0:00,Skoda Octavia,SJ59LUD,BLUE,Local Cars (Morley)
1326,Private Hire Vehicle,Licence Issued,21/02/15 0:00,20/02/16 0:00,Vauxhall Insignia,YP59ZKX,SILVER,1st Apollo / A Metro Cars
1327,Private Hire Vehicle,Licence Issued,19/02/15 0:00,18/02/16 0:00,Toyota Avensis,RK10XKY,BLUE,Premier Licensed Private Hire
1328,Private Hire Vehicle,Licence Issued,30/10/15 0:00,29/10/16 0:00,Skoda Octavia,YC63NFO,SilVER,UBER
1329,Private Hire Vehicle,Licence Issued,23/05/15 0:00,22/05/16 0:00,Skoda Octavia,FR13OFB,GREY,Amber Cars
1330,Private Hire Vehicle,Licence Issued,4/03/15 0:00,3/03/16 0:00,Toyota Avensis,MJ60OSD,Blue,UBER
1331,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YC56BKK,GREY,Amber Cars
1332,Private Hire Vehicle,Licence Issued,8/03/15 0:00,7/03/16 0:00,Toyota Avensis,MX13VYT,BLACK,Arrow
1333,Private Hire Vehicle,Licence Issued,28/03/15 0:00,27/03/16 0:00,Ford Mondeo,WM59HGX,GREY,South Leeds
1334,Private Hire Vehicle,Licence Issued,27/07/15 0:00,26/07/16 0:00,Vauxhall Insignia,YR09NZE,BLACK,Arrow
1335,Private Hire Vehicle,Licence Issued,7/10/15 0:00,6/10/16 0:00,Vauxhall Astra,BX59PWJ,WHITE,Wheels
1336,Private Hire Vehicle,Licence Issued,19/02/15 0:00,18/02/16 0:00,Skoda Octavia,BV60JNX,BLACK,Apex Cars
1337,Private Hire Vehicle,Licence Issued,24/08/15 0:00,23/08/16 0:00,Toyota Auris,MM14GYB,WHITE,Premier Licensed Private Hire
1338,Private Hire Vehicle,Licence Issued,28/11/14 0:00,27/11/15 0:00,Saab 95,LS09LXT,RED,SJK Travel2Airport.com
1339,Private Hire Vehicle,Licence Issued,10/09/15 0:00,9/09/16 0:00,Ford Mondeo,EF59HKW,BLACK,Amber Cars
1340,Private Hire Vehicle,Licence Issued,27/02/15 0:00,26/02/16 0:00,Skoda Octavia,B17NEE,GREY,Geo Cars 3 (HQ)
1341,Private Hire Vehicle,Licence Issued,23/05/15 0:00,22/05/16 0:00,Mercedes E250D,KP13WCR,SILVER,NOT WORKING
1342,Private Hire Vehicle,Licence Issued,13/06/15 0:00,12/06/16 0:00,Dacia Logan,YF14KCY,BLACK,Premier Licensed Private Hire
1344,Private Hire Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Volkswagen Passat,HX57VGR,BLUE,Wheels
1345,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Skoda Octavia,AJ07KCE,BLUE,ITS Roadrunners
1346,Private Hire Vehicle,Licence Issued,30/10/15 0:00,29/10/16 0:00,Skoda Octavia,YC63NFP,BLACK,UBER
1347,Private Hire Vehicle,Licence Issued,28/05/15 0:00,27/05/16 0:00,Volkswagen Golf,VN09WFM,BLACK,Geo Cars 3 (HQ)
1348,Private Hire Vehicle,Licence Issued,22/09/15 0:00,21/07/16 0:00,Ford Focus,MK59ZPU,BLACK,Wheels
1349,Private Hire Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Citroen Xsara,V7LJB,SILVER,Premier Licensed Private Hire
1350,Private Hire Vehicle,Licence Issued,6/11/15 0:00,5/11/16 0:00,Skoda Octavia,AK58EDC,BLUE,Ace Cars Leeds Ltd
1351,Private Hire Vehicle,Licence Issued,8/05/15 0:00,7/05/16 0:00,Ford Focus,EJ58KRU,BLUE,Speed Line
1352,Private Hire Vehicle,Licence Issued,23/04/15 0:00,22/04/16 0:00,Skoda Octavia,YB10FVT,Black,G And M Cars
1353,Private Hire Vehicle,Licence Issued,21/09/15 0:00,20/09/16 0:00,Skoda Octavia,FV61TPZ,BEIGE,Amber Cars
1354,Private Hire Vehicle,Licence Issued,25/09/15 0:00,24/09/16 0:00,Skoda Octavia,FT62KGE,GREY,White Rose Cars
1355,Private Hire Vehicle,Licence Issued,26/06/15 0:00,25/06/16 0:00,Toyota Avensis,J8NGK,SILVER,Aireline/Holbeck Line
1356,Private Hire Vehicle,Licence Issued,17/02/15 0:00,16/02/16 0:00,Toyota Avensis,RO11MVX,BLACK,Arrow
1357,Private Hire Vehicle,Licence Issued,9/09/15 0:00,8/09/16 0:00,Skoda Octavia,RO11VBU,BLACK,ITS Roadrunners
1358,Private Hire Vehicle,Licence Issued,8/02/15 0:00,7/02/16 0:00,Skoda Octavia,PX12PDY,BLACK,UBER
1359,Private Hire Vehicle,Licence Issued,10/01/15 0:00,9/01/16 0:00,Ford Focus,NY10FCZ,BLUE,Wheels
1360,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Volkswagen Jetta,KS07OHU,GREY,Pudsey B Line
1361,Private Hire Vehicle,Licence Issued,4/10/15 0:00,3/10/16 0:00,Skoda Octavia,YG62BZU,SILVER,Wheels
1362,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Volkswagen Passat,YS56ETA,BLACK,Royal Cars/New Royal Cars
1363,Private Hire Vehicle,Licence Issued,15/12/14 0:00,14/12/15 0:00,Proton GLS,PO12ZVG,Black,Amber Cars
1364,Private Hire Vehicle,Licence Issued,19/10/15 0:00,18/10/16 0:00,Skoda Octavia,LR12MEU,MAROON,Amber Cars
1365,Private Hire Vehicle,Licence Issued,14/09/15 0:00,13/09/16 0:00,Skoda Octavia,KN61OUP,Grey,Stanningley Cars Ltd
1366,Private Hire Vehicle,Licence Issued,25/09/15 0:00,24/09/16 0:00,Skoda Octavia,FT62KGA,GREY,UBER
1367,Private Hire Vehicle,Licence Issued,22/08/15 0:00,21/08/16 0:00,Skoda Octavia,YF10JBU,BLUE,SJK Travel2Airport.com
1368,Private Hire Vehicle,Licence Issued,18/04/15 0:00,17/04/16 0:00,Volkswagen Jetta,RJ57NSK,BLUE,T Line
1369,Private Hire Vehicle,Licence Issued,14/02/15 0:00,13/02/16 0:00,Skoda Octavia,YD59SUF,BEIGE,UBER
1370,Private Hire Vehicle,Licence Issued,7/06/15 0:00,6/06/16 0:00,Vauxhall Vectra,FD08YLX,SILVER,Interline
1371,Private Hire Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Audi A4,EJ07WPE,BLACK,Amber Cars
1372,Private Hire Vehicle,Licence Issued,4/05/15 0:00,3/05/16 0:00,Skoda Octavia,RK08YML,Silver,Amber Cars
1373,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Volkswagen Passat,RO09OYK,BLACK,Amber Cars
1374,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Toyota Avensis,FY57PGU,SILVER,Gee Gee Cars
1375,Private Hire Vehicle,Licence Issued,24/07/15 0:00,23/07/16 0:00,Skoda Octavia,OY60DWX,White,ITS Roadrunners
1376,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Vauxhall Astra,KU09KYS,SILVER,First Lady And Homelinks
1377,Private Hire Vehicle,Licence Suspended,1/10/15 0:00,30/09/16 0:00,Vauxhall Astra,YC07PZP,SILVER,Morley Cars
1378,Private Hire Vehicle,Licence Issued,18/10/15 0:00,17/10/16 0:00,Volkswagen Passat,PN60XNO,BLACK,SJK Travel2Airport.com
1379,Private Hire Vehicle,Licence Issued,9/03/15 0:00,8/03/16 0:00,Volkswagen Passat,RV60UXH,BLACK,UBER
1380,Private Hire Vehicle,Licence Issued,19/12/14 0:00,18/12/15 0:00,Volkswagen Passat,RV60UNP,BLACK,UBER
1381,Private Hire Vehicle,Licence Issued,21/10/15 0:00,20/10/16 0:00,Skoda Rapid,YH65LYU,WHITE,Wheels
1382,Private Hire Vehicle,Licence Issued,17/10/15 0:00,16/10/16 0:00,Skoda Octavia,NU12LHL,BLUE,Wheels
1383,Private Hire Vehicle,Licence Issued,30/10/15 0:00,29/10/16 0:00,Volkswagen Passat,BT11AJY,GREY,Morley Central Line
1384,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Ford Mondeo,PN11ZFM,BLACK,Beeston Line
1385,Private Hire Vehicle,Licence Issued,8/09/15 0:00,7/09/16 0:00,Volkswagen Passat,NG59RBV,BLACK,SJK Travel2Airport.com
1386,Private Hire Vehicle,Licence Issued,17/02/15 0:00,16/02/16 0:00,Toyota Avensis,YL09OPU,GREY,Wheels
1387,Private Hire Vehicle,Licence Issued,21/09/15 0:00,20/09/16 0:00,Skoda Octavia,FT61FVM,SILVER,Amber Cars
1388,Private Hire Vehicle,Licence Suspended,6/12/14 0:00,5/12/15 0:00,Vauxhall Vectra,AM58HHX,WHITE,1st Apollo / A Metro Cars
1389,Private Hire Vehicle,Licence Issued,18/11/15 0:00,17/11/16 0:00,Vauxhall Astra,KU59HKX,SILVER,Easy Travel
1390,Private Hire Vehicle,Licence Issued,14/01/15 0:00,13/01/16 0:00,Skoda Octavia,SG60OVT,BLACK,UBER
1391,Private Hire Vehicle,Licence Issued,24/09/15 0:00,23/09/16 0:00,Toyota Auris,YD64ZXT,SB1ZS3JE10E117591,Amber Cars
1392,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Skoda Octavia,YH08WNW,BLACK,UBER
1393,Private Hire Vehicle,Licence Issued,18/06/15 0:00,17/06/16 0:00,Volkswagen Passat,MJ59UUZ,BLACK,Apex Cars
1395,Private Hire Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Skoda Octavia,SA58GPF,BLACK,1st Apollo / A Metro Cars
1396,Private Hire Vehicle,Licence Issued,20/09/15 0:00,19/09/16 0:00,Toyota Avensis,FE58KNB,BLUE,Premier Licensed Private Hire
1397,Private Hire Vehicle,Licence Issued,25/07/15 0:00,24/07/16 0:00,Skoda Octavia,PY09MFK,BLACK,Premier Licensed Private Hire
1398,Private Hire Vehicle,Licence Issued,19/12/14 0:00,18/12/15 0:00,Vauxhall Vectra,AM58JGX,Silver,UBER
1399,Private Hire Vehicle,Licence Issued,16/02/15 0:00,15/02/16 0:00,Skoda Octavia,DG60EFR,MAROON,Ace Cars Leeds Ltd
1400,Private Hire Vehicle,Licence Issued,9/05/15 0:00,8/05/16 0:00,Skoda Rapid,YA63XOU,WHITE,Amber Cars
1401,Private Hire Vehicle,Licence Issued,4/07/15 0:00,3/07/16 0:00,Toyota Prius,YD14EEY,BLACK,NOT WORKING
1402,Private Hire Vehicle,Licence Issued,20/06/15 0:00,19/06/16 0:00,Skoda Octavia,LD11EDX,BLACK,Amber Cars
1403,Private Hire Vehicle,Licence Issued,24/09/15 0:00,23/09/16 0:00,Skoda Octavia,RE10UTU,RED,UBER
1404,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Toyota Auris,LT57TYA,GREY,Gee Gee Cars
1405,Private Hire Vehicle,Licence Issued,12/02/15 0:00,11/02/16 0:00,Toyota Prius,YF59XFW,GREY,Amber Cars
1406,Private Hire Vehicle,Licence Issued,2/08/15 0:00,1/08/16 0:00,Vauxhall Vectra,DV58TVO,SILVER,Wheels
1407,Private Hire Vehicle,Licence Issued,6/12/15 0:00,5/12/16 0:00,Skoda Rapid,YF63EYT,WHITE,Club Cars
1408,Private Hire Vehicle,Licence Issued,29/01/15 0:00,28/01/16 0:00,Volkswagen Jetta,BJ58WYH,BLACK,AB Cars
1409,Private Hire Vehicle,Licence Issued,3/04/15 0:00,2/04/16 0:00,Toyota Avensis,FH08RTX,GREY,ITS Roadrunners
1410,Private Hire Vehicle,Licence Issued,12/09/15 0:00,11/09/16 0:00,Volkswagen Passat,YF59RRY,BLACK,Amber Cars
1411,Private Hire Vehicle,Licence Issued,16/07/15 0:00,15/07/16 0:00,Skoda Octavia,DG10BSX,BEIGE,Premier Licensed Private Hire
1412,Private Hire Vehicle,Licence Issued,6/05/15 0:00,5/05/16 0:00,Ford Mondeo,YE10NFL,Black,UBER
1413,Private Hire Vehicle,Licence Issued,20/04/15 0:00,19/04/16 0:00,Toyota Prius,FV10NXT,WHITE,Amber Cars
1414,Private Hire Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Skoda Octavia,SE08UHV,WHITE,Wheels
1415,Private Hire Vehicle,Licence Issued,20/05/15 0:00,19/05/16 0:00,Volkswagen Passat,SJ11OBF,WHITE,Amber Cars
1416,Private Hire Vehicle,Licence Issued,14/08/15 0:00,13/08/16 0:00,Skoda Octavia,NX62 UKG,SILVER,South Leeds
1417,Private Hire Vehicle,Licence Issued,28/11/14 0:00,27/11/15 0:00,Vauxhall Vectra,DY08SVO,BLACK,T Line
1419,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Skoda Octavia,SE07ETR,BLACK,Speed Line
1420,Private Hire Vehicle,Licence Issued,24/04/15 0:00,23/04/16 0:00,Skoda Octavia,NU12FOM,Silver,Premier Licensed Private Hire
1421,Private Hire Vehicle,Licence Issued,22/10/15 0:00,21/10/16 0:00,Renault Laguna,HV10LBE,SILVER,UBER
1422,Private Hire Vehicle,Licence Issued,29/11/14 0:00,28/11/15 0:00,Skoda Octavia,SD59UWV,WHITE,South Leeds
1423,Private Hire Vehicle,Licence Issued,2/08/15 0:00,1/08/16 0:00,Vauxhall Vectra,YC58VUR,SILVER,UBER
1424,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Skoda Rapid,YK14RVN,BLUE,G And M Cars
1425,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Skoda Octavia,SG60OWH,SILVER,Wheels
1426,Private Hire Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Skoda Octavia,SG60OWF,SILVER,UBER
1428,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Vauxhall Astra,YC05GZM,WHITE,Wheels
1429,Private Hire Vehicle,Licence Issued,6/11/14 0:00,5/11/15 0:00,Mercedes 220,YC63VBF,SILVER,Arrow
1431,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Volkswagen Jetta,VE08LCT,Red,Gee Gee Cars
1432,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Toyota Avensis,YG07ULX,Blue,Premier Licensed Private Hire
1433,Private Hire Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Vauxhall Astra,EY58OGU,SILVER,UBER
1434,Private Hire Vehicle,Licence Issued,12/02/15 0:00,11/02/16 0:00,Vauxhall Vectra,YT09OPZ,BLACK,Beeston Line
1435,Private Hire Vehicle,Licence Issued,29/01/15 0:00,28/01/16 0:00,Ford Mondeo,KP09VYF,GREY,Ace Cars Leeds Ltd
1436,Private Hire Vehicle,Licence Issued,24/07/15 0:00,23/07/16 0:00,Toyota Prius,KU09LJV,GREY,Amber Cars
1437,Private Hire Vehicle,Licence Issued,9/12/15 0:00,8/12/16 0:00,Skoda Rapid,YF63EYU,WHITE,Club Cars
1438,Private Hire Vehicle,Licence Issued,14/02/15 0:00,13/02/16 0:00,Honda Accord,DS60HJD,BLUE,Amber Cars
1440,Private Hire Vehicle,Licence Issued,11/01/15 0:00,10/01/16 0:00,Vauxhall Vectra,UEZ8397,SILVER,Wheels
1443,Private Hire Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Skoda Superb,DA61ZCO,BLACK,T And T Travel
1444,Private Hire Vehicle,Licence Issued,6/03/15 0:00,5/03/16 0:00,Volkswagen Golf,VK61UFZ,BLACK,Wheels
1445,Private Hire Vehicle,Licence Issued,31/10/15 0:00,30/10/16 0:00,Seat Toledo,ML64BVR,RED,Rollinson Safeway Ltd
1446,Private Hire Vehicle,Licence Issued,17/08/15 0:00,16/08/16 0:00,Peugeot Partner Combi,SF13WYH,SILVER,South Leeds
1447,Private Hire Vehicle,Licence Issued,14/05/15 0:00,13/05/16 0:00,Skoda Octavia,AJ09XWL,BLUE,Time Line
1448,Private Hire Vehicle,Licence Issued,23/04/15 0:00,22/04/16 0:00,Vauxhall Vectra,VU55HNH,Black,Kirkstall Cars
1449,Private Hire Vehicle,Licence Issued,17/12/14 0:00,16/12/15 0:00,Toyota Prius,FE61AOB,BLACK,Amber Cars
1450,Private Hire Vehicle,Licence Issued,15/03/15 0:00,14/03/16 0:00,Skoda Octavia,WF08RNZ,BLACK,UBER
1451,Private Hire Vehicle,Licence Issued,12/02/15 0:00,11/02/16 0:00,Skoda Fabia,YB63GZJ,WHITE,Rollinson Safeway Ltd
1453,Private Hire Vehicle,Licence Issued,23/04/15 0:00,22/04/16 0:00,Toyota Avensis,RE60YYX,BLACK,Arrow
1454,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Toyota Avensis,FY08LPF,SILVER,T Line
1455,Private Hire Vehicle,Licence Suspended,1/12/14 0:00,30/11/15 0:00,Skoda Octavia,FY60TNK,Blue,UBER
1456,Private Hire Vehicle,Licence Issued,21/09/15 0:00,20/09/16 0:00,Skoda Octavia,FV61TRZ,BEIGE,Amber Cars
1458,Private Hire Vehicle,Licence Issued,27/08/16 0:00,26/08/16 0:00,Mazda 6TS2,EFZ7169,BLUE,Geo Cars 3 (HQ)
1459,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Honda Accord,HN56MJF,SILVER,Premier Licensed Private Hire
1460,Private Hire Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Skoda Octavia,YH58XMV,RED,Geo Cars 3 (HQ)
1461,Private Hire Vehicle,Licence Issued,30/01/15 0:00,29/01/16 0:00,Mazda 3TS2D,LL11ZRP,BLUE,Wheels
1462,Private Hire Vehicle,Licence Issued,29/09/15 0:00,28/09/16 0:00,Toyota Auris,YG64ZKS,BLACK,NOT WORKING
1463,Private Hire Vehicle,Licence Issued,7/01/15 0:00,6/01/16 0:00,Toyota Auris,GV13EES,SILVER,Gee Gee Cars
